year,round,event,circuit,driver_code,driver_number,driver_age,constructor,grid_position,finish_position,position_gain,points_constructor
2024,1,United States Grand Prix,United States Grand Prix,1,1,28,Red Bull Racing,5,3,2,100.0
2024,1,United States Grand Prix,United States Grand Prix,55,55,34,Ferrari,3,2,1,100.0
2024,1,United States Grand Prix,United States Grand Prix,16,16,36,Ferrari,2,1,1,100.0
2024,1,United States Grand Prix,United States Grand Prix,81,81,33,McLaren,5,5,0,100.0
2024,1,United States Grand Prix,United States Grand Prix,10,10,32,Alpine,10,12,-2,100.0
2024,1,United States Grand Prix,United States Grand Prix,14,14,26,Aston Martin,12,13,-1,100.0
2024,1,United States Grand Prix,United States Grand Prix,20,20,30,Haas F1 Team,8,11,-3,100.0
2024,1,United States Grand Prix,United States Grand Prix,11,11,33,Red Bull Racing,9,7,2,100.0
2024,1,United States Grand Prix,United States Grand Prix,22,22,33,RB,14,14,0,100.0
2024,1,United States Grand Prix,United States Grand Prix,27,27,34,Haas F1 Team,5,8,-3,100.0
2024,1,United States Grand Prix,United States Grand Prix,31,31,28,Alpine,16,18,-2,100.0
2024,1,United States Grand Prix,United States Grand Prix,18,18,30,Aston Martin,14,15,-1,100.0
2024,1,United States Grand Prix,United States Grand Prix,23,23,25,Williams,12,16,-4,100.0
2024,1,United States Grand Prix,United States Grand Prix,43,43,27,Williams,6,10,-4,100.0
2024,1,United States Grand Prix,United States Grand Prix,77,77,25,Kick Sauber,14,17,-3,100.0
2024,1,United States Grand Prix,United States Grand Prix,44,44,36,Mercedes,21,20,1,100.0
2024,1,United States Grand Prix,United States Grand Prix,24,24,36,Kick Sauber,16,19,-3,100.0
2024,1,United States Grand Prix,United States Grand Prix,30,30,35,RB,9,9,0,100.0
2024,1,United States Grand Prix,United States Grand Prix,63,63,30,Mercedes,7,6,1,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,55,55,25,Ferrari,2,1,1,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,1,1,36,Red Bull Racing,8,6,2,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,4,4,34,McLaren,2,2,0,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,16,16,24,Ferrari,4,3,1,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,63,63,32,Mercedes,6,5,1,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,44,44,24,Mercedes,5,4,1,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,20,20,31,Haas F1 Team,4,7,-3,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,10,10,25,Alpine,8,10,-2,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,23,23,35,Williams,15,19,-4,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,27,27,31,Haas F1 Team,6,9,-3,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,22,22,36,RB,20,20,0,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,30,30,26,RB,16,16,0,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,14,14,29,Aston Martin,17,18,-1,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,18,18,26,Aston Martin,10,11,-1,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,77,77,30,Kick Sauber,11,14,-3,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,43,43,33,Williams,8,12,-4,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,81,81,32,McLaren,8,8,0,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,11,11,25,Red Bull Racing,19,17,2,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,24,24,35,Kick Sauber,12,15,-3,100.0
2024,1,Mexico City Grand Prix,Hermanos Rodriguez,31,31,35,Alpine,11,13,-2,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,4,4,28,McLaren,6,6,0,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,63,63,36,Mercedes,5,4,1,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,22,22,29,RB,7,7,0,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,31,31,27,Alpine,1,2,-1,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,30,30,27,RB,9,9,0,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,16,16,27,Ferrari,6,5,1,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,23,23,25,Williams,15,19,-4,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,81,81,27,McLaren,8,8,0,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,14,14,34,Aston Martin,13,14,-1,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,18,18,24,Aston Martin,19,20,-1,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,77,77,35,Kick Sauber,10,13,-3,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,11,11,29,Red Bull Racing,13,11,2,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,10,10,24,Alpine,1,3,-2,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,44,44,33,Mercedes,11,10,1,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,50,50,29,Haas F1 Team,9,12,-3,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,43,43,24,Williams,13,17,-4,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,1,1,29,Red Bull Racing,3,1,2,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,27,27,33,Haas F1 Team,15,18,-3,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,24,24,31,Kick Sauber,12,15,-3,100.0
2024,1,São Paulo Grand Prix,São Paulo Grand Prix,55,55,34,Ferrari,17,16,1,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,63,63,25,Mercedes,2,1,1,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,55,55,25,Ferrari,4,3,1,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,10,10,36,Alpine,18,20,-2,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,16,16,35,Ferrari,5,4,1,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,1,1,27,Red Bull Racing,7,5,2,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,4,4,34,McLaren,6,6,0,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,22,22,26,RB,9,9,0,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,81,81,27,McLaren,7,7,0,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,27,27,36,Haas F1 Team,5,8,-3,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,44,44,35,Mercedes,3,2,1,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,31,31,30,Alpine,15,17,-2,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,20,20,36,Haas F1 Team,9,12,-3,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,24,24,34,Kick Sauber,10,13,-3,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,30,30,24,RB,16,16,0,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,11,11,29,Red Bull Racing,12,10,2,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,14,14,26,Aston Martin,10,11,-1,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,23,23,34,Williams,15,19,-4,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,18,18,33,Aston Martin,14,15,-1,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,77,77,30,Kick Sauber,15,18,-3,100.0
2024,1,Las Vegas Grand Prix,Las Vegas Grand Prix,43,43,33,Williams,10,14,-4,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,63,63,25,Mercedes,5,4,1,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,1,1,25,Red Bull Racing,3,1,2,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,4,4,36,McLaren,10,10,0,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,81,81,27,McLaren,3,3,0,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,16,16,24,Ferrari,3,2,1,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,44,44,26,Mercedes,13,12,1,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,55,55,36,Ferrari,7,6,1,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,14,14,32,Aston Martin,6,7,-1,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,11,11,30,Red Bull Racing,19,17,2,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,20,20,30,Haas F1 Team,6,9,-3,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,10,10,36,Alpine,3,5,-2,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,24,24,36,Kick Sauber,5,8,-3,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,77,77,34,Kick Sauber,8,11,-3,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,22,22,27,RB,13,13,0,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,18,18,25,Aston Martin,17,18,-1,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,23,23,27,Williams,11,15,-4,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,30,30,29,RB,14,14,0,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,27,27,34,Haas F1 Team,13,16,-3,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,43,43,34,Williams,15,19,-4,100.0
2024,1,Qatar Grand Prix,Qatar Grand Prix,31,31,26,Alpine,18,20,-2,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,4,4,24,McLaren,1,1,0,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,81,81,35,McLaren,10,10,0,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,55,55,31,Ferrari,3,2,1,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,1,1,35,Red Bull Racing,8,6,2,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,10,10,36,Alpine,5,7,-2,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,63,63,28,Mercedes,6,5,1,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,27,27,28,Haas F1 Team,5,8,-3,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,14,14,34,Aston Martin,8,9,-1,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,77,77,27,Kick Sauber,15,18,-3,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,11,11,29,Red Bull Racing,22,20,2,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,22,22,26,RB,12,12,0,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,30,30,32,RB,17,17,0,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,18,18,28,Aston Martin,13,14,-1,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,20,20,26,Haas F1 Team,13,16,-3,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,24,24,34,Kick Sauber,10,13,-3,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,44,44,24,Mercedes,5,4,1,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,61,61,33,Alpine,13,15,-2,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,23,23,35,Williams,7,11,-4,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,16,16,29,Ferrari,4,3,1,100.0
2024,1,Abu Dhabi Grand Prix,Yas Island,43,43,25,Williams,15,19,-4,100.0
2025,1,Australian Grand Prix,Melbourne,4,4,36,McLaren,1,1,0,100.0
2025,1,Australian Grand Prix,Melbourne,81,81,26,McLaren,9,9,0,100.0
2025,1,Australian Grand Prix,Melbourne,1,1,24,Red Bull Racing,4,2,2,100.0
2025,1,Australian Grand Prix,Melbourne,63,63,32,Mercedes,4,3,1,100.0
2025,1,Australian Grand Prix,Melbourne,22,22,31,Racing Bulls,12,12,0,100.0
2025,1,Australian Grand Prix,Melbourne,23,23,35,Williams,1,4,-3,100.0
2025,1,Australian Grand Prix,Melbourne,16,16,25,Ferrari,9,8,1,100.0
2025,1,Australian Grand Prix,Melbourne,44,44,35,Ferrari,11,10,1,100.0
2025,1,Australian Grand Prix,Melbourne,10,10,34,Alpine,9,11,-2,100.0
2025,1,Australian Grand Prix,Melbourne,55,55,31,Williams,14,18,-4,100.0
2025,1,Australian Grand Prix,Melbourne,6,6,35,Racing Bulls,19,19,0,100.0
2025,1,Australian Grand Prix,Melbourne,14,14,32,Aston Martin,16,17,-1,100.0
2025,1,Australian Grand Prix,Melbourne,18,18,24,Aston Martin,5,6,-1,100.0
2025,1,Australian Grand Prix,Melbourne,7,7,36,Alpine,18,20,-2,100.0
2025,1,Australian Grand Prix,Melbourne,5,5,28,Kick Sauber,13,16,-3,100.0
2025,1,Australian Grand Prix,Melbourne,12,12,31,Mercedes,6,5,1,100.0
2025,1,Australian Grand Prix,Melbourne,27,27,34,Kick Sauber,4,7,-3,100.0
2025,1,Australian Grand Prix,Melbourne,30,30,25,Red Bull Racing,17,15,2,100.0
2025,1,Australian Grand Prix,Melbourne,31,31,27,Haas F1 Team,10,13,-3,100.0
2025,1,Australian Grand Prix,Melbourne,87,87,30,Haas F1 Team,11,14,-3,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,81,81,26,McLaren,1,1,0,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,63,63,36,Mercedes,4,3,1,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,4,4,35,McLaren,2,2,0,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,1,1,28,Red Bull Racing,6,4,2,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,44,44,31,Ferrari,7,6,1,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,16,16,35,Ferrari,6,5,1,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,6,6,33,Racing Bulls,14,14,0,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,12,12,26,Mercedes,9,8,1,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,22,22,27,Racing Bulls,19,19,0,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,23,23,32,Williams,5,9,-4,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,31,31,30,Haas F1 Team,4,7,-3,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,27,27,24,Kick Sauber,15,18,-3,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,14,14,35,Aston Martin,19,20,-1,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,18,18,27,Aston Martin,11,12,-1,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,55,55,27,Williams,9,13,-4,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,10,10,32,Alpine,9,11,-2,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,87,87,29,Haas F1 Team,7,10,-3,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,7,7,32,Alpine,14,16,-2,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,5,5,35,Kick Sauber,14,17,-3,100.0
2025,1,Chinese Grand Prix,Chinese Grand Prix,30,30,29,Red Bull Racing,17,15,2,100.0
2025,1,Japanese Grand Prix,Suzuka,1,1,29,Red Bull Racing,3,1,2,100.0
2025,1,Japanese Grand Prix,Suzuka,4,4,28,McLaren,2,2,0,100.0
2025,1,Japanese Grand Prix,Suzuka,81,81,28,McLaren,3,3,0,100.0
2025,1,Japanese Grand Prix,Suzuka,16,16,25,Ferrari,5,4,1,100.0
2025,1,Japanese Grand Prix,Suzuka,63,63,31,Mercedes,6,5,1,100.0
2025,1,Japanese Grand Prix,Suzuka,12,12,31,Mercedes,7,6,1,100.0
2025,1,Japanese Grand Prix,Suzuka,6,6,34,Racing Bulls,8,8,0,100.0
2025,1,Japanese Grand Prix,Suzuka,44,44,36,Ferrari,8,7,1,100.0
2025,1,Japanese Grand Prix,Suzuka,23,23,24,Williams,5,9,-4,100.0
2025,1,Japanese Grand Prix,Suzuka,87,87,31,Haas F1 Team,7,10,-3,100.0
2025,1,Japanese Grand Prix,Suzuka,10,10,28,Alpine,11,13,-2,100.0
2025,1,Japanese Grand Prix,Suzuka,14,14,25,Aston Martin,10,11,-1,100.0
2025,1,Japanese Grand Prix,Suzuka,30,30,25,Racing Bulls,17,17,0,100.0
2025,1,Japanese Grand Prix,Suzuka,22,22,29,Red Bull Racing,14,12,2,100.0
2025,1,Japanese Grand Prix,Suzuka,55,55,34,Williams,10,14,-4,100.0
2025,1,Japanese Grand Prix,Suzuka,27,27,36,Kick Sauber,13,16,-3,100.0
2025,1,Japanese Grand Prix,Suzuka,5,5,32,Kick Sauber,16,19,-3,100.0
2025,1,Japanese Grand Prix,Suzuka,31,31,24,Haas F1 Team,15,18,-3,100.0
2025,1,Japanese Grand Prix,Suzuka,7,7,35,Alpine,13,15,-2,100.0
2025,1,Japanese Grand Prix,Suzuka,18,18,29,Aston Martin,19,20,-1,100.0
2025,1,Bahrain Grand Prix,Sakhir,81,81,32,McLaren,1,1,0,100.0
2025,1,Bahrain Grand Prix,Sakhir,16,16,31,Ferrari,5,4,1,100.0
2025,1,Bahrain Grand Prix,Sakhir,63,63,34,Mercedes,3,2,1,100.0
2025,1,Bahrain Grand Prix,Sakhir,10,10,29,Alpine,5,7,-2,100.0
2025,1,Bahrain Grand Prix,Sakhir,12,12,26,Mercedes,12,11,1,100.0
2025,1,Bahrain Grand Prix,Sakhir,4,4,31,McLaren,3,3,0,100.0
2025,1,Bahrain Grand Prix,Sakhir,1,1,32,Red Bull Racing,8,6,2,100.0
2025,1,Bahrain Grand Prix,Sakhir,55,55,24,Williams,16,20,-4,100.0
2025,1,Bahrain Grand Prix,Sakhir,44,44,35,Ferrari,6,5,1,100.0
2025,1,Bahrain Grand Prix,Sakhir,22,22,32,Red Bull Racing,11,9,2,100.0
2025,1,Bahrain Grand Prix,Sakhir,7,7,29,Alpine,13,15,-2,100.0
2025,1,Bahrain Grand Prix,Sakhir,6,6,29,Racing Bulls,14,14,0,100.0
2025,1,Bahrain Grand Prix,Sakhir,14,14,35,Aston Martin,15,16,-1,100.0
2025,1,Bahrain Grand Prix,Sakhir,31,31,27,Haas F1 Team,5,8,-3,100.0
2025,1,Bahrain Grand Prix,Sakhir,23,23,24,Williams,8,12,-4,100.0
2025,1,Bahrain Grand Prix,Sakhir,27,27,33,Kick Sauber,10,13,-3,100.0
2025,1,Bahrain Grand Prix,Sakhir,30,30,31,Racing Bulls,17,17,0,100.0
2025,1,Bahrain Grand Prix,Sakhir,5,5,25,Kick Sauber,16,19,-3,100.0
2025,1,Bahrain Grand Prix,Sakhir,18,18,35,Aston Martin,17,18,-1,100.0
2025,1,Bahrain Grand Prix,Sakhir,87,87,24,Haas F1 Team,7,10,-3,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,1,1,25,Red Bull Racing,4,2,2,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,81,81,24,McLaren,1,1,0,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,63,63,24,Mercedes,6,5,1,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,16,16,32,Ferrari,4,3,1,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,12,12,36,Mercedes,7,6,1,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,55,55,24,Williams,4,8,-4,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,44,44,36,Ferrari,8,7,1,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,22,22,27,Red Bull Racing,21,19,2,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,10,10,33,Alpine,18,20,-2,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,4,4,29,McLaren,4,4,0,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,23,23,30,Williams,5,9,-4,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,30,30,25,Racing Bulls,12,12,0,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,14,14,29,Aston Martin,10,11,-1,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,6,6,30,Racing Bulls,10,10,0,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,87,87,33,Haas F1 Team,10,13,-3,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,18,18,33,Aston Martin,15,16,-1,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,7,7,25,Alpine,15,17,-2,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,27,27,25,Kick Sauber,12,15,-3,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,31,31,33,Haas F1 Team,11,14,-3,100.0
2025,1,Saudi Arabian Grand Prix,Jeddah,5,5,30,Kick Sauber,15,18,-3,100.0
2025,1,Miami Grand Prix,Miami,1,1,35,Red Bull Racing,6,4,2,100.0
2025,1,Miami Grand Prix,Miami,4,4,24,McLaren,2,2,0,100.0
2025,1,Miami Grand Prix,Miami,12,12,31,Mercedes,7,6,1,100.0
2025,1,Miami Grand Prix,Miami,81,81,34,McLaren,1,1,0,100.0
2025,1,Miami Grand Prix,Miami,63,63,36,Mercedes,4,3,1,100.0
2025,1,Miami Grand Prix,Miami,55,55,26,Williams,5,9,-4,100.0
2025,1,Miami Grand Prix,Miami,23,23,34,Williams,1,5,-4,100.0
2025,1,Miami Grand Prix,Miami,16,16,29,Ferrari,8,7,1,100.0
2025,1,Miami Grand Prix,Miami,31,31,32,Haas F1 Team,9,12,-3,100.0
2025,1,Miami Grand Prix,Miami,22,22,29,Red Bull Racing,12,10,2,100.0
2025,1,Miami Grand Prix,Miami,6,6,32,Racing Bulls,11,11,0,100.0
2025,1,Miami Grand Prix,Miami,44,44,30,Ferrari,9,8,1,100.0
2025,1,Miami Grand Prix,Miami,5,5,32,Kick Sauber,15,18,-3,100.0
2025,1,Miami Grand Prix,Miami,7,7,25,Alpine,18,20,-2,100.0
2025,1,Miami Grand Prix,Miami,30,30,35,Racing Bulls,17,17,0,100.0
2025,1,Miami Grand Prix,Miami,27,27,31,Kick Sauber,11,14,-3,100.0
2025,1,Miami Grand Prix,Miami,14,14,31,Aston Martin,14,15,-1,100.0
2025,1,Miami Grand Prix,Miami,18,18,25,Aston Martin,15,16,-1,100.0
2025,1,Miami Grand Prix,Miami,87,87,35,Haas F1 Team,16,19,-3,100.0
2025,1,Miami Grand Prix,Miami,10,10,27,Alpine,11,13,-2,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,81,81,34,McLaren,3,3,0,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,1,1,30,Red Bull Racing,3,1,2,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,63,63,34,Mercedes,8,7,1,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,4,4,27,McLaren,2,2,0,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,14,14,27,Aston Martin,10,11,-1,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,55,55,29,Williams,4,8,-4,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,23,23,33,Williams,1,5,-4,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,18,18,29,Aston Martin,14,15,-1,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,6,6,33,Racing Bulls,9,9,0,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,10,10,26,Alpine,11,13,-2,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,16,16,32,Ferrari,7,6,1,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,44,44,35,Ferrari,5,4,1,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,12,12,33,Mercedes,20,19,1,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,5,5,34,Kick Sauber,15,18,-3,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,30,30,25,Racing Bulls,14,14,0,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,43,43,29,Alpine,14,16,-2,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,27,27,35,Kick Sauber,9,12,-3,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,31,31,30,Haas F1 Team,17,20,-3,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,87,87,35,Haas F1 Team,14,17,-3,100.0
2025,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,22,22,36,Red Bull Racing,12,10,2,100.0
2025,1,Monaco Grand Prix,Monte Carlo,4,4,32,McLaren,1,1,0,100.0
2025,1,Monaco Grand Prix,Monte Carlo,16,16,36,Ferrari,3,2,1,100.0
2025,1,Monaco Grand Prix,Monte Carlo,81,81,26,McLaren,3,3,0,100.0
2025,1,Monaco Grand Prix,Monte Carlo,1,1,33,Red Bull Racing,6,4,2,100.0
2025,1,Monaco Grand Prix,Monte Carlo,6,6,26,Racing Bulls,6,6,0,100.0
2025,1,Monaco Grand Prix,Monte Carlo,14,14,30,Aston Martin,18,19,-1,100.0
2025,1,Monaco Grand Prix,Monte Carlo,44,44,27,Ferrari,6,5,1,100.0
2025,1,Monaco Grand Prix,Monte Carlo,31,31,36,Haas F1 Team,4,7,-3,100.0
2025,1,Monaco Grand Prix,Monte Carlo,30,30,31,Racing Bulls,8,8,0,100.0
2025,1,Monaco Grand Prix,Monte Carlo,23,23,36,Williams,5,9,-4,100.0
2025,1,Monaco Grand Prix,Monte Carlo,55,55,30,Williams,6,10,-4,100.0
2025,1,Monaco Grand Prix,Monte Carlo,22,22,28,Red Bull Racing,19,17,2,100.0
2025,1,Monaco Grand Prix,Monte Carlo,27,27,30,Kick Sauber,13,16,-3,100.0
2025,1,Monaco Grand Prix,Monte Carlo,63,63,26,Mercedes,12,11,1,100.0
2025,1,Monaco Grand Prix,Monte Carlo,12,12,35,Mercedes,19,18,1,100.0
2025,1,Monaco Grand Prix,Monte Carlo,5,5,25,Kick Sauber,11,14,-3,100.0
2025,1,Monaco Grand Prix,Monte Carlo,10,10,29,Alpine,18,20,-2,100.0
2025,1,Monaco Grand Prix,Monte Carlo,43,43,25,Alpine,11,13,-2,100.0
2025,1,Monaco Grand Prix,Monte Carlo,18,18,26,Aston Martin,14,15,-1,100.0
2025,1,Monaco Grand Prix,Monte Carlo,87,87,29,Haas F1 Team,9,12,-3,100.0
2025,1,Spanish Grand Prix,Spanish Grand Prix,81,81,28,McLaren,1,1,0,100.0
2025,1,Spanish Grand Prix,Spanish Grand Prix,4,4,31,McLaren,2,2,0,100.0
2025,1,Spanish Grand Prix,Spanish Grand Prix,1,1,32,Red Bull Racing,12,10,2,100.0
2025,1,Spanish Grand Prix,Spanish Grand Prix,63,63,34,Mercedes,5,4,1,100.0
2025,1,Spanish Grand Prix,Spanish Grand Prix,44,44,26,Ferrari,7,6,1,100.0
2025,1,Spanish Grand Prix,Spanish Grand Prix,12,12,35,Mercedes,19,18,1,100.0
