resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,circuitId,date,driverRef,dob,nationality,name,alt,country,points_constructor,status,url,quali_position,q1,q2,q3,pit_stops_count,pit_stops_duration_ms,avg_lap_time_ms,std_lap_time_ms,weather_temp_c,weather_precip_mm,weather_rain_mm,weather_cloud_pct,driver_age,avg_stint_length
19471,810,627,6,10,8,7,7,7,0.0,86,,,,,,,14,1953,39,1953-06-07,rosier,1905-11-05,French,Ferrari,6,Netherlands,,+4 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.9,0.0,0.0,69.0,47.58658453114305,86.0
19472,810,581,133,36,16,8,8,8,0.0,84,,,,,,,16,1953,39,1953-06-07,collins,1931-11-06,British,HWM,6,Netherlands,,+6 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.9,0.0,0.0,69.0,21.585215605749486,84.0
19473,810,475,125,34,9,9,9,9,0.0,83,,,,,,,17,1953,39,1953-06-07,moss,1929-09-17,British,Connaught,6,Netherlands,,+7 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.9,0.0,0.0,69.0,23.720739219712527,83.0
19474,810,633,6,4,4,,R,10,1.0,67,,,,,,,37,1953,39,1953-06-07,villoresi,1909-05-16,Italian,Ferrari,6,Netherlands,,Throttle,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.9,0.0,0.0,69.0,44.06023271731691,67.0
19475,810,664,125,28,14,,R,11,0.0,63,,,,,,,5,1953,39,1953-06-07,mcalpine,1920-09-21,British,Connaught,6,Netherlands,,Engine,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.9,0.0,0.0,69.0,32.709103353867214,63.0
19476,810,501,128,20,10,,R,12,0.0,59,,,,,,,7,1953,39,1953-06-07,schell,1921-06-29,American,Gordini,6,Netherlands,,Transmission,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.9,0.0,0.0,69.0,31.939767282683093,59.0
19477,810,660,125,30,17,,N,13,0.0,52,,,,,,,62,1953,39,1953-06-07,claes,1916-08-11,Belgian,Connaught,6,Netherlands,,Not classified,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.9,0.0,0.0,69.0,36.82135523613963,52.0
19478,810,579,105,12,2,,R,14,0.0,36,,,,,,,109,1953,39,1953-06-07,fangio,1911-06-24,Argentine,Maserati,6,Netherlands,,Axle,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.9,0.0,0.0,69.0,41.95482546201232,36.0
19479,810,643,128,22,19,,R,15,0.0,28,,,,,,,7,1953,39,1953-06-07,mieres,1924-12-03,Argentine,Gordini,6,Netherlands,,Transmission,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.9,0.0,0.0,69.0,28.50924024640657,28.0
19480,810,498,105,14,5,,R,16,0.0,22,,,,,,,109,1953,39,1953-06-07,gonzalez,1922-10-05,Argentine,Maserati,6,Netherlands,,Axle,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.9,0.0,0.0,69.0,30.67214236824093,22.0
19481,810,663,87,32,18,,R,17,0.0,19,,,,,,,68,1953,39,1953-06-07,wharton,1916-03-21,British,Cooper,6,Netherlands,,Physical,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.9,0.0,0.0,69.0,37.21286789869952,19.0
19482,810,456,125,26,11,,R,18,0.0,14,,,,,,,5,1953,39,1953-06-07,salvadori,1922-05-12,British,Connaught,6,Netherlands,,Engine,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.9,0.0,0.0,69.0,31.071868583162217,14.0
19483,810,651,133,38,15,,R,19,0.0,7,,,,,,,37,1953,39,1953-06-07,macklin,1919-09-02,British,HWM,6,Netherlands,,Throttle,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.9,0.0,0.0,69.0,33.76317590691308,7.0
19484,811,647,6,10,2,1,1,1,8.0,36,2:48:30.3,10110300,,,,,1,1953,13,1953-06-21,ascari,1918-07-13,Italian,Ferrari,401,Belgium,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,34.940451745379875,36.0
19485,811,633,6,8,5,2,2,2,6.0,36,+2:48.2,10278500,,,,,1,1953,13,1953-06-21,villoresi,1909-05-16,Italian,Ferrari,401,Belgium,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,44.09856262833676,36.0
19486,811,670,105,28,16,3,3,3,4.0,35,,,,,,,11,1953,13,1953-06-21,marimon,1923-12-19,Argentine,Maserati,401,Belgium,,+1 Lap,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,29.505817932922657,35.0
19487,811,640,105,30,9,4,4,4,3.0,35,,,,,,,11,1953,13,1953-06-21,graffenried,1914-05-18,Swiss,Maserati,401,Belgium,,+1 Lap,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,39.09377138945928,35.0
19488,811,427,128,18,8,5,5,5,2.0,35,,,,,,,11,1953,13,1953-06-21,trintignant,1917-10-30,French,Gordini,401,Belgium,,+1 Lap,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,35.6413415468857,35.0
19489,811,578,6,14,7,6,6,6,0.0,35,,,,,,,11,1953,13,1953-06-21,hawthorn,1929-04-10,British,Ferrari,401,Belgium,,+1 Lap,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,24.197125256673512,35.0
19490,811,501,128,20,12,7,7,7,0.0,33,,,,,,,13,1953,13,1953-06-21,schell,1921-06-29,American,Gordini,401,Belgium,,+3 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,31.978097193702943,33.0
19491,811,627,6,32,13,8,8,8,0.0,33,,,,,,,13,1953,13,1953-06-21,rosier,1905-11-05,French,Ferrari,401,Belgium,,+3 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,47.624914442162904,33.0
19492,811,693,128,38,15,9,9,9,0.0,32,,,,,,,14,1953,13,1953-06-21,wacker,1918-07-10,American,Gordini,401,Belgium,,+4 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,34.94866529774127,32.0
19493,811,632,133,24,11,10,10,10,0.0,30,,,,,,,16,1953,13,1953-06-21,frere,1917-01-30,Belgian,HWM,401,Belgium,,+6 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,36.388774811772755,30.0
19494,811,429,125,40,18,11,11,11,0.0,29,,,,,,,17,1953,13,1953-06-21,andre_pilette,1918-10-06,Belgian,Connaught,401,Belgium,,+7 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,34.70773442847365,29.0
19495,811,660,105,6,10,,R,12,0.0,35,,,,,,,3,1953,13,1953-06-21,claes,1916-08-11,Belgian,Maserati,401,Belgium,,Accident,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,36.85968514715948,35.0
19496,811,651,133,22,17,,R,13,0.0,19,,,,,,,5,1953,13,1953-06-21,macklin,1919-09-02,British,HWM,401,Belgium,,Engine,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,33.80150581793292,19.0
19497,811,642,6,12,4,,R,14,0.0,16,,,,,,,5,1953,13,1953-06-21,farina,1906-10-30,Italian,Ferrari,401,Belgium,,Engine,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,46.64202600958248,16.0
19498,811,579,105,4,1,,R,15,0.0,13,,,,,,,5,1953,13,1953-06-21,fangio,1911-06-24,Argentine,Maserati,401,Belgium,,Engine,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,41.99315537303217,13.0
19499,811,498,105,2,3,,R,16,1.0,11,,,,,,,37,1953,13,1953-06-21,gonzalez,1922-10-05,Argentine,Maserati,401,Belgium,,Throttle,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,30.71047227926078,11.0
19500,811,554,128,16,14,,R,17,0.0,9,,,,,,,5,1953,13,1953-06-21,behra,1921-02-16,French,Gordini,401,Belgium,,Engine,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,32.342231348391515,9.0
19501,811,581,133,26,16,,R,18,0.0,4,,,,,,,8,1953,13,1953-06-21,collins,1931-11-06,British,HWM,401,Belgium,,Clutch,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,21.623545516769337,4.0
19502,811,681,141,34,20,,R,19,0.0,3,,,,,,,5,1953,13,1953-06-21,georges_berger,1918-09-14,Belgian,Simca,401,Belgium,,Engine,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,34.76796714579056,3.0
19503,811,703,144,36,19,,R,20,0.0,0,,,,,,,7,1953,13,1953-06-21,legat,1898-11-01,Belgian,Veritas,401,Belgium,,Transmission,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,23.9,0.0,0.0,22.0,54.63381245722108,0.0
19504,812,578,6,16,7,1,1,1,8.0,60,2:44:18.6,9858600,,,,,1,1953,55,1953-07-05,hawthorn,1929-04-10,British,Ferrari,88,France,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,24.23545516769336,60.0
19505,812,579,105,18,4,2,2,2,7.0,60,+1.0,9859600,,,,,1,1953,55,1953-07-05,fangio,1911-06-24,Argentine,Maserati,88,France,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,42.03148528405202,60.0
19506,812,498,105,20,5,3,3,3,4.0,60,+1.4,9860000,,,,,1,1953,55,1953-07-05,gonzalez,1922-10-05,Argentine,Maserati,88,France,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,30.748802190280628,60.0
19507,812,647,6,10,1,4,4,4,3.0,60,+4.6,9863200,,,,,1,1953,55,1953-07-05,ascari,1918-07-13,Italian,Ferrari,88,France,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,34.978781656399725,60.0
19508,812,642,6,14,6,5,5,5,2.0,60,+1:07.6,9926200,,,,,1,1953,55,1953-07-05,farina,1906-10-30,Italian,Ferrari,88,France,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,46.680355920602324,60.0
19509,812,633,6,12,3,6,6,6,0.0,60,+1:15.9,9934500,,,,,1,1953,55,1953-07-05,villoresi,1909-05-16,Italian,Ferrari,88,France,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,44.1368925393566,60.0
19510,812,640,105,46,9,7,7,7,0.0,58,,,,,,,12,1953,55,1953-07-05,graffenried,1914-05-18,Swiss,Maserati,88,France,,+2 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,39.13210130047912,58.0
19511,812,627,6,44,10,8,8,8,0.0,56,,,,,,,14,1953,55,1953-07-05,rosier,1905-11-05,French,Ferrari,88,France,,+4 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,47.663244353182755,56.0
19512,812,670,105,22,8,9,9,9,0.0,55,,,,,,,15,1953,55,1953-07-05,marimon,1923-12-19,Argentine,Maserati,88,France,,+5 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,29.544147843942504,55.0
19513,812,554,128,2,22,10,10,10,0.0,55,,,,,,,15,1953,55,1953-07-05,behra,1921-02-16,French,Gordini,88,France,,+5 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,32.380561259411365,55.0
19514,812,619,87,38,12,11,11,11,0.0,55,,,,,,,15,1953,55,1953-07-05,gerard,1914-01-19,British,Cooper,88,France,,+5 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,39.45790554414784,55.0
19515,812,660,125,48,21,12,12,12,0.0,53,,,,,,,17,1953,55,1953-07-05,claes,1916-08-11,Belgian,Connaught,88,France,,+7 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,36.89801505817933,53.0
19516,812,581,133,28,17,13,13,13,0.0,52,,,,,,,18,1953,55,1953-07-05,collins,1931-11-06,British,HWM,88,France,,+8 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,21.661875427789184,52.0
19517,812,704,133,30,18,14,14,14,0.0,50,,,,,,,88,1953,55,1953-07-05,cabantous,1904-10-08,French,HWM,88,France,,+10 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,48.73921971252567,50.0
19518,812,589,127,32,25,15,15,15,0.0,43,,,,,,,50,1953,55,1953-07-05,chiron,1899-08-03,Monegasque,OSCA,88,France,,+17 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,53.9192334017796,43.0
19519,812,697,105,24,2,,R,16,0.0,42,,,,,,,5,1953,55,1953-07-05,bonetto,1903-06-09,Italian,Maserati,88,France,,Engine,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,50.072553045859,42.0
19520,812,475,87,36,13,,R,17,0.0,38,,,,,,,8,1953,55,1953-07-05,moss,1929-09-17,British,Cooper,88,France,,Clutch,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,23.797399041752225,38.0
19521,812,669,125,42,11,,R,18,0.0,29,,,,,,,24,1953,55,1953-07-05,bira,1914-07-15,Thai,Connaught,88,France,,Differential,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,38.97330595482546,29.0
19522,812,625,127,34,15,,R,19,0.0,18,,,,,,,5,1953,55,1953-07-05,bayol,1914-02-28,French,OSCA,88,France,,Engine,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,39.34839151266256,18.0
19523,812,663,87,40,14,,R,20,0.0,17,,,,,,,67,1953,55,1953-07-05,wharton,1916-03-21,British,Cooper,88,France,,Wheel bearing,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,37.28952772073922,17.0
19524,812,427,128,4,23,,R,21,0.0,14,,,,,,,7,1953,55,1953-07-05,trintignant,1917-10-30,French,Gordini,88,France,,Transmission,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,35.67967145790554,14.0
19525,812,651,133,26,16,,R,22,0.0,9,,,,,,,8,1953,55,1953-07-05,macklin,1919-09-02,British,HWM,88,France,,Clutch,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,33.83983572895277,9.0
19526,812,501,128,6,20,,R,23,0.0,4,,,,,,,5,1953,55,1953-07-05,schell,1921-06-29,American,Gordini,88,France,,Engine,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,32.016427104722794,4.0
19527,812,643,128,8,24,,R,24,0.0,4,,,,,,,109,1953,55,1953-07-05,mieres,1924-12-03,Argentine,Gordini,88,France,,Axle,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,28.58590006844627,4.0
19528,812,456,125,50,19,,R,25,0.0,2,,,,,,,80,1953,55,1953-07-05,salvadori,1922-05-12,British,Connaught,88,France,,Ignition,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,22.4,0.0,0.0,22.0,31.148528405201915,2.0
19529,813,647,6,5,1,1,1,1,8.5,90,2:50:00.0,10200000,,,,,1,1953,9,1953-07-18,ascari,1918-07-13,Italian,Ferrari,153,UK,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,35.01437371663244,90.0
19530,813,579,105,23,4,2,2,2,6.0,90,+1:00.0,10260000,,,,,1,1953,9,1953-07-18,fangio,1911-06-24,Argentine,Maserati,153,UK,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,42.06707734428473,90.0
19531,813,642,6,6,5,3,3,3,4.0,88,,,,,,,12,1953,9,1953-07-18,farina,1906-10-30,Italian,Ferrari,153,UK,,+2 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,46.71594798083505,88.0
19532,813,498,105,24,2,4,4,4,3.5,88,,,,,,,12,1953,9,1953-07-18,gonzalez,1922-10-05,Argentine,Maserati,153,UK,,+2 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,30.784394250513348,88.0
19533,813,578,6,8,3,5,5,5,2.0,87,,,,,,,13,1953,9,1953-07-18,hawthorn,1929-04-10,British,Ferrari,153,UK,,+3 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,24.27104722792608,87.0
19534,813,697,105,25,16,6,6,6,0.0,82,,,,,,,18,1953,9,1953-07-18,bonetto,1903-06-09,Italian,Maserati,153,UK,,+8 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,50.10814510609172,82.0
19535,813,669,125,10,19,7,7,7,0.0,82,,,,,,,18,1953,9,1953-07-18,bira,1914-07-15,Thai,Connaught,153,UK,,+8 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,39.00889801505818,82.0
19536,813,663,87,16,11,8,8,8,0.0,80,,,,,,,88,1953,9,1953-07-18,wharton,1916-03-21,British,Cooper,153,UK,,+10 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,37.32511978097194,80.0
19537,813,687,87,20,14,9,9,9,0.0,79,,,,,,,45,1953,9,1953-07-18,whitehead,1914-11-12,British,Cooper,153,UK,,+11 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,38.680355920602324,79.0
19538,813,627,6,9,24,10,10,10,0.0,78,,,,,,,55,1953,9,1953-07-18,rosier,1905-11-05,French,Ferrari,153,UK,,+12 Laps,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,47.69883641341547,78.0
19539,813,706,87,18,15,,R,11,0.0,79,,,,,,,20,1953,9,1953-07-18,jimmy_stewart,1931-03-06,British,Cooper,153,UK,,Spun off,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,22.368240930869266,79.0
19540,813,666,125,14,10,,R,12,0.0,70,,,,,,,86,1953,9,1953-07-18,rolt,1918-10-16,British,Connaught,153,UK,,Halfshaft,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,34.75427789185489,70.0
19541,813,633,6,7,6,,R,13,0.0,65,,,,,,,109,1953,9,1953-07-18,villoresi,1909-05-16,Italian,Ferrari,153,UK,,Axle,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,44.172484599589325,65.0
19542,813,670,105,26,7,,R,14,0.0,65,,,,,,,5,1953,9,1953-07-18,marimon,1923-12-19,Argentine,Maserati,153,UK,,Engine,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,29.579739904175224,65.0
19543,813,689,87,19,21,,R,15,0.0,56,,,,,,,25,1953,9,1953-07-18,alan_brown,1919-11-20,British,Cooper,153,UK,,Overheating,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,33.659137577002056,56.0
19544,813,581,133,2,23,,R,16,0.0,56,,,,,,,20,1953,9,1953-07-18,collins,1931-11-06,British,HWM,153,UK,,Spun off,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,21.697467488021903,56.0
19545,813,486,133,4,27,,R,17,0.0,54,,,,,,,8,1953,9,1953-07-18,fairman,1913-03-15,British,HWM,153,UK,,Clutch,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,40.342231348391515,54.0
19546,813,456,125,12,28,,R,18,0.0,50,,,,,,,36,1953,9,1953-07-18,salvadori,1922-05-12,British,Connaught,153,UK,,Wheel,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,31.184120465434635,50.0
19547,813,640,105,31,26,,R,19,0.0,34,,,,,,,8,1953,9,1953-07-18,graffenried,1914-05-18,Swiss,Maserati,153,UK,,Clutch,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,39.167693360711844,34.0
19548,813,651,133,1,12,,R,20,0.0,31,,,,,,,8,1953,9,1953-07-18,macklin,1919-09-02,British,HWM,153,UK,,Clutch,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,33.87542778918549,31.0
19549,813,554,128,30,22,,R,21,0.0,30,,,,,,,48,1953,9,1953-07-18,behra,1921-02-16,French,Gordini,153,UK,,Fuel pump,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,32.41615331964408,30.0
19550,813,707,125,15,20,,R,22,0.0,24,,,,,,,80,1953,9,1953-07-18,ian_stewart,1929-07-15,British,Connaught,153,UK,,Ignition,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,24.008213552361397,24.0
19551,813,427,128,29,8,,R,23,0.0,14,,,,,,,109,1953,9,1953-07-18,trintignant,1917-10-30,French,Gordini,153,UK,,Axle,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,35.715263518138265,14.0
19552,813,708,133,3,17,,R,24,0.0,14,,,,,,,8,1953,9,1953-07-18,duncan_hamilton,1920-04-30,British,HWM,153,UK,,Clutch,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,33.215605749486656,14.0
19553,813,501,128,28,9,,R,25,0.0,5,,,,,,,10,1953,9,1953-07-18,schell,1921-06-29,American,Gordini,153,UK,,Electrical,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,32.05201916495551,5.0
19554,813,664,125,11,13,,R,26,0.0,0,,,,,,,31,1953,9,1953-07-18,mcalpine,1920-09-21,British,Connaught,153,UK,,Retired,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,32.82135523613963,0.0
19555,813,705,87,22,25,,R,27,0.0,0,,,,,,,69,1953,9,1953-07-18,crook,1920-02-16,British,Cooper,153,UK,,Fuel system,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,19.1,0.1,0.1,78.0,33.41820670773443,0.0
19556,814,642,6,12,3,1,1,1,8.0,18,3:02:25.0,10945000,,,,,1,1953,20,1953-08-02,farina,1906-10-30,Italian,Ferrari,578,Germany,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.8,0.0,0.0,100.0,46.757015742642025,18.0
19557,814,579,105,5,2,2,2,2,6.0,18,+1:04.0,11009000,,,,,1,1953,20,1953-08-02,fangio,1911-06-24,Argentine,Maserati,578,Germany,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.8,0.0,0.0,100.0,42.10814510609172,18.0
19558,814,578,6,3,4,3,3,3,4.0,18,+1:43.6,11048600,,,,,1,1953,20,1953-08-02,hawthorn,1929-04-10,British,Ferrari,578,Germany,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.8,0.0,0.0,100.0,24.31211498973306,18.0
19559,814,697,105,7,7,4,4,4,3.0,18,+8:48.6,11473600,,,,,1,1953,20,1953-08-02,bonetto,1903-06-09,Italian,Maserati,578,Germany,,Finished,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.8,0.0,0.0,100.0,50.1492128678987,18.0
19560,814,640,105,17,11,5,5,5,2.0,17,,,,,,,11,1953,20,1953-08-02,graffenried,1914-05-18,Swiss,Maserati,578,Germany,,+1 Lap,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.8,0.0,0.0,100.0,39.20876112251882,17.0
19561,814,475,87,19,12,6,6,6,0.0,17,,,,,,,11,1953,20,1953-08-02,moss,1929-09-17,British,Cooper,578,Germany,,+1 Lap,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.8,0.0,0.0,100.0,23.874058863791923,17.0
19562,814,680,6,18,19,7,7,7,0.0,17,,,,,,,11,1953,20,1953-08-02,swaters,1926-10-30,American,Ferrari,578,Germany,,+1 Lap,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.8,0.0,0.0,100.0,26.757015742642025,17.0
19563,814,647,6,1,1,8,8,8,0.0,17,,,,,,,11,1953,20,1953-08-02,ascari,1918-07-13,Italian,Ferrari,578,Germany,,+1 Lap,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.8,0.0,0.0,100.0,35.05544147843943,17.0
19564,814,478,144,31,14,9,9,9,0.0,17,,,,,,,11,1953,20,1953-08-02,herrmann,1928-02-23,German,Veritas,578,Germany,,+1 Lap,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.8,0.0,0.0,100.0,25.440109514031484,17.0
19565,814,627,6,20,22,10,10,10,0.0,17,,,,,,,11,1953,20,1953-08-02,rosier,1905-11-05,French,Ferrari,578,Germany,,+1 Lap,http://en.wikipedia.org/wiki/1953_Formula_One_season,,,,,0.0,,,,15.8,0.0,0.0,100.0,47.73990417522245,17.0
